,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,cost_2021_PCI_Family_house,0
4970,2983,15515_29.2890132_-94.8012353_0_178.58.jpg,is2milJUiuhX2-hNT_EKpQ,1.96012464,0.858537276,29.28901324,-94.80123527,29.28887189,-94.80120896,"[2021, 4]",10,Y,147.1929932,1584.372193,1.96012464,8.430855118,10,Y,3.069144882,1.569144882,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28204.76984,39096.45219,48440.99661,44679.93628,44833.34212,48611.03828,3777.696164
4919,2451,14580_29.2910233_-94.8080444_0_328.17.jpg,GT0M5nC2TLDMGe-vLx9Azw,1.952972081,0.755489133,29.2910233,-94.8080444,29.29115741,-94.80810481,"[2019, 10]",11,Y,147.1929932,1584.372193,1.952972081,8.407388717,11,Y,4.092611283,2.592611283,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29420.93362,40782.25531,50529.72791,46606.49411,46766.51467,50544.21083,3777.696164
5188,12434,8447_29.2889873_-94.8013347_0_148.57.jpg,cOhh_ewPLTpTChdbB-hFiA,1.994675176,0.861829226,29.2889873,-94.80133472,29.28887339,-94.80121353,"[2021, 4]",10,Y,147.1929932,1584.372193,1.994675176,8.544209895,10,Y,2.955790105,1.455790105,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28070.07273,38909.73982,48209.65764,44466.55895,44619.23217,48396.92833,3777.696164
6139,3777,16886_29.2851019_-94.816141_0_12.15.jpg,FERgU50o58ylxZZ4G2W7jg,2.200261711,0.809742871,29.2851019,-94.816141,29.28528737,-94.81606212,"[2020, 3]",10,Y,147.147995,1583.887836,2.200261711,9.218706401,10,Y,2.281293599,0.781293599,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27260.24635,37787.1872,46818.80081,43183.69115,43331.95972,47108.50101,3776.541289
4468,3485,16376_29.2862737_-94.8188759_0_312.47.jpg,cThLYCx6D99dyWDEA37qAg,1.87338056,0.738301446,29.2862737,-94.8188759,29.2863967,-94.81912329,"[2019, 10]",11,Y,147.0559998,1582.897608,1.87338056,8.14626168,11,Y,4.35373832,2.85373832,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29703.55441,41174.01422,51015.12214,47054.20131,47215.75905,50989.93928,3774.18024
4599,12974,920_29.286192_-94.8191768_0_12.78.jpg,JHRtkJSpvTiPDaUZgx5VUA,1.89850142,0.741833644,29.286192,-94.8191768,29.28640259,-94.81914434,"[2019, 10]",11,Y,147.0559998,1582.897608,1.89850142,8.228679199,11,Y,4.271320801,2.771320801,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29605.71053,41038.38652,50847.0777,46899.2042,47060.22976,50834.41,3774.18024
4651,3496,16394_29.2862181_-94.8190796_0_342.38.jpg,T-UJKC5zqbSN0hO8pH4dUg,1.907979549,0.743003049,29.28621813,-94.81907957,29.2863926,-94.81913981,"[2019, 10]",11,Y,147.0559998,1582.897608,1.907979549,8.259775423,11,Y,4.240224577,2.740224577,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29568.79393,40987.21403,50783.67435,46840.72361,47001.54838,50775.72862,3774.18024
4652,12972,919_29.2862181_-94.8190796_0_342.38.jpg,T-UJKC5zqbSN0hO8pH4dUg,1.907979549,0.743003049,29.2862181,-94.8190796,29.28639257,-94.81913984,"[2019, 10]",11,Y,147.0559998,1582.897608,1.907979549,8.259775423,11,Y,4.240224577,2.740224577,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29568.79393,40987.21403,50783.67435,46840.72361,47001.54838,50775.72862,3774.18024
3904,3507,16417_29.2861672_-94.8192713_0_13.27.jpg,HLMFhcCKlvWdlgGFJzpQTw,1.769651104,0.741839312,29.2861672,-94.8192713,29.28637855,-94.81915938,"[2019, 10]",11,Y,147.0559998,1582.897608,1.769651104,7.805941942,11,Y,4.694058058,3.194058058,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30107.57288,41734.05031,51709.0139,47694.21787,47857.97306,51632.1533,3774.18024
6033,3756,16853_29.2850846_-94.8234458_0_342.77.jpg,o1r0WUcQhUeM1sp3ZZAARg,2.177874405,0.782122682,29.2850846,-94.8234458,29.28530415,-94.82348054,"[2020, 3]",11,Y,147.0549927,1582.886768,2.177874405,9.145257234,11,Y,3.354742766,1.854742766,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28517.37835,39529.77902,48977.89402,45175.14784,45330.25396,49104.40835,3774.154393
5609,2953,15464_29.2887595_-94.7949707_0_343.52.jpg,Dmhkuua7SJPg2bW7s9AUfQ,2.076661158,0.919692409,29.28875955,-94.79497068,29.2889228,-94.79500085,"[2021, 4]",10,Y,147.052002,1582.854576,2.076661158,8.813192776,10,Y,2.686807224,1.186807224,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27723.86476,38429.83861,47615.054,43918.12158,44068.91177,47842.98941,3774.077636
987,5618,20510_29.2738215_-94.8423916_0_244.45.jpg,3iSTnxmywPbW1kuW1O3ojw,1.083661423,0.32609474,29.2738215,-94.8423916,29.27375236,-94.84272258,"[2019, 9]",11,Y,127.0339966,1367.382559,1.083661423,5.555319629,11,Y,6.944680371,5.444680371,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28316.45578,39251.26728,48632.81446,44856.86099,45010.87429,48784.51772,3773.643431
5600,12405,8380_29.2887389_-94.7987825_0_343.42.jpg,-k3MEYmePKJ-8li3O608XA,2.075440939,0.876446503,29.2887389,-94.7987825,29.28887529,-94.79886296,"[2021, 4]",10,Y,146.9609985,1581.875023,2.075440939,8.809189432,10,Y,2.690810568,1.190810568,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27711.45737,38412.63993,47593.74461,43898.46669,44049.18941,47820.93144,3771.742039
5601,12419,8418_29.2887389_-94.7987825_0_343.42.jpg,-k3MEYmePKJ-8li3O608XA,2.075440939,0.876446503,29.28873891,-94.79878253,29.2888753,-94.79886299,"[2021, 4]",10,Y,146.9609985,1581.875023,2.075440939,8.809189432,10,Y,2.690810568,1.190810568,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27711.45737,38412.63993,47593.74461,43898.46669,44049.18941,47820.93144,3771.742039
1199,10825,5576_29.3027532_-94.7859403_0_358.96.jpg,yVEexfG6ckgOSAiBuTM1wA,1.148141159,0.532922849,29.3027532,-94.7859403,29.30289424,-94.78594637,"[2017, 5]",12,Y,114.0179977,1227.279513,1.148141159,5.76686732,12,Y,7.73313268,6.23313268,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26140.86894,36235.54591,44896.29771,41410.45521,41552.63549,45324.16499,3771.529504
7157,1526,12951_29.2957959_-94.8167605_0_59.34.jpg,ZpFVGoJQQjnnGhFzA6GX9g,2.667884708,0.588768786,29.2957959,-94.8167605,29.2959009,-94.81663374,"[2020, 2]",12,Y,146.9160004,1581.390667,2.667884708,10.75290259,12,Y,2.747097415,1.247097415,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27769.731,38493.41676,47693.82813,43990.77952,44141.81918,47912.40635,3770.587167
7142,11403,6371_29.2983596_-94.7888814_0_73.14.jpg,Gv9cNv6HnhT7Pn-rxp5syg,2.655634581,0.735234555,29.2983596,-94.7888814,29.29836976,-94.78874461,"[2019, 8]",11,Y,164.3820038,1769.393163,2.655634581,10.71271188,11,Y,1.78728812,0.28728812,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30079.68377,41695.39142,51661.11505,47650.03798,47813.64148,51583.79237,3770.150885
3720,2689,14981_29.2900381_-94.8061184_0_103.11.jpg,YciGEroYPLv0gcGw2oZMug,1.73133835,0.778041317,29.2900381,-94.8061184,29.28993329,-94.80587893,"[2020, 2]",10,Y,146.8679962,1580.873954,1.73133835,7.68024393,10,Y,3.81975607,2.31975607,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29032.46095,40243.76826,49862.53568,45991.10408,46149.01173,49918.36688,3769.355143
6595,1602,13066_29.2955324_-94.8163611_0_143.95.jpg,IFjl_cyhpdDtC1kTe8J5tw,2.35918483,0.740629793,29.2955324,-94.8163611,29.29546891,-94.8163144,"[2020, 2]",12,Y,146.776001,1579.883726,2.35918483,9.74010771,12,Y,3.75989229,2.25989229,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28943.34223,40120.23506,49709.47648,45849.92872,46007.35166,49774.34575,3766.994093
6096,2205,14068_29.2918722_-94.8119976_0_327.81.jpg,PyNGNdL2enTsOhNrU2Ex2Q,2.193452193,0.701898218,29.29187217,-94.81199761,29.29204095,-94.81214499,"[2019, 10]",11,Y,146.6829987,1578.882658,2.193452193,9.196365463,11,Y,3.303634537,1.803634537,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28384.71965,39345.89224,48750.05597,44964.99962,45119.38421,48883.99141,3764.607197
6882,2438,14562_29.2914793_-94.8099373_0_177.97.jpg,N62T6_jEGJKSr0jysgT1BQ,2.490459903,0.741061235,29.29147926,-94.80993734,29.2913143,-94.80993041,"[2016, 10]",11,Y,146.6829987,1578.882658,2.490459903,10.17080021,11,Y,2.329199793,0.829199793,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27230.83106,37746.41278,46768.28078,43137.0936,43285.20219,47049.80938,3764.607197
4663,2194,14049_29.2918216_-94.8121909_0_13.27.jpg,Wm2DuAFv4ohBXNlMz4Dqhw,1.909644207,0.709680882,29.2918216,-94.8121909,29.29203403,-94.81211301,"[2019, 10]",11,Y,146.6829987,1578.882658,1.909644207,8.2652369,11,Y,4.2347631,2.7347631,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29487.32671,40874.28705,50643.7564,46711.66919,46872.05086,50636.65805,3764.607197
2323,1958,13643_29.2937229_-94.7885852_0_43.16.jpg,j-4KJp6-EZwVmmqjWFdiwQ,1.425671759,0.880581425,29.29372292,-94.78858524,29.29392012,-94.78843079,"[2019, 10]",11,Y,146.6809998,1578.861142,1.425671759,6.677400784,11,Y,5.822599216,4.322599216,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31367.15443,43480.03761,53872.31415,49689.55496,49860.16102,53624.71692,3764.555895
3336,1910,13574_29.2939783_-94.7886737_0_104.18.jpg,oHebRFH8ZUZ_xXZgdc3a4g,1.655303436,0.85928941,29.2939783,-94.7886737,29.29392586,-94.78844371,"[2019, 10]",11,Y,146.6809998,1578.861142,1.655303436,7.430785551,11,Y,5.069214449,3.569214449,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30475.03698,42243.41602,52340.12443,48276.32766,48442.08149,52206.63738,3764.555895
8076,6971,23848_29.2155898_-94.916422_0_327.46.jpg,6e-8UgdpzRA5cYE0tBxjGw,3.503500044,0.75733248,29.2155898,-94.916422,29.21575124,-94.91658216,"[2020, 2]",16,Y,146.6490021,1578.516721,3.503500044,13.49442272,16,Y,4.005577283,2.505577283,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29209.16222,40488.7053,50166.01575,46271.02132,46429.89006,50193.62473,3763.734677
485,10632,5335_29.3049261_-94.7762362_0_222.14.jpg,NqpViouEuWRxd0v4Gu84dA,0.828240148,0.687509343,29.30492605,-94.77623616,29.3048526,-94.77634103,"[2019, 9]",11,Y,113.0390015,1216.741686,0.828240148,4.71732332,11,Y,7.78267668,6.28267668,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25961.62649,35987.08638,44588.45322,41126.51242,41267.71779,45030.81935,3763.101559
6453,4093,17738_29.2830703_-94.8036965_0_76.25.jpg,d_lQXvMoi9pEA1aaklvU_g,2.304152018,0.946587207,29.2830703,-94.8036965,29.28310284,-94.80359781,"[2018, 8]",10,Y,151.095993,1626.383733,2.304152018,9.559553865,10,Y,1.940446135,0.440446135,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27648.52346,38325.40317,47485.65717,43798.77139,43949.1518,47711.54718,3762.395372
6454,13100,9382_29.2830703_-94.8036965_0_76.25.jpg,d_lQXvMoi9pEA1aaklvU_g,2.304152018,0.946587207,29.2830703,-94.8036965,29.28310284,-94.80359781,"[2018, 8]",10,Y,151.095993,1626.383733,2.304152018,9.559553865,10,Y,1.940446135,0.440446135,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27648.52346,38325.40317,47485.65717,43798.77139,43949.1518,47711.54718,3762.395372
5268,11416,6398_29.2982235_-94.8104302_0_148.83.jpg,tYiJKMPos6LkRAW7EfbXrQ,2.008808846,0.431927124,29.2982235,-94.8104302,29.29812981,-94.81032607,"[2019, 10]",12,Y,146.496994,1576.88052,2.008808846,8.590580203,12,Y,4.909419797,3.409419797,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30247.82439,41928.46198,51949.89241,47916.39406,48080.91208,51840.74548,3759.833401
3232,11349,6306_29.2981536_-94.8070229_0_13.80.jpg,10UO44Icf7-5xzMaEygmRg,1.631283984,0.461488983,29.2981536,-94.8070229,29.29835171,-94.80696234,"[2015, 5]",12,Y,142.9640045,1538.851737,1.631283984,7.351981575,12,Y,6.148018425,4.648018425,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30947.86855,42898.83839,53152.201,49025.3529,49193.67846,52953.35518,3759.676716
4774,2860,15317_29.2892867_-94.8147315_0_176.12.jpg,n5TtdPMOws6m9fV511rHYw,1.926052367,0.74994107,29.2892867,-94.8147315,29.28912008,-94.81471574,"[2019, 10]",11,Y,146.2189941,1573.888154,1.926052367,8.319069446,11,Y,4.180930554,2.680930554,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29330.50419,40656.90523,50374.41759,46463.2424,46622.77111,50375.46967,3752.698557
4775,2891,15372_29.2892867_-94.8147315_0_176.12.jpg,n5TtdPMOws6m9fV511rHYw,1.926052367,0.74994107,29.28928672,-94.81473148,29.2891201,-94.81471572,"[2019, 10]",11,Y,146.2189941,1573.888154,1.926052367,8.319069446,11,Y,4.180930554,2.680930554,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29330.50419,40656.90523,50374.41759,46463.2424,46622.77111,50375.46967,3752.698557
6800,1617,13094_29.2954089_-94.8165139_0_100.94.jpg,pSFZ3Dc5peffciryctP7cg,2.450671719,0.684443615,29.2954089,-94.8165139,29.29539114,-94.81642427,"[2020, 2]",12,Y,146.1719971,1573.382282,2.450671719,10.04026155,12,Y,3.459738455,1.959738455,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28470.04376,39464.16549,48896.59803,45100.16385,45255.01252,49006.5049,3751.492383
6160,12659,8771_29.2874784_-94.8036068_0_148.84.jpg,GubwtnQRINUcy5RN62FvEg,2.20784184,0.810055497,29.2874784,-94.8036068,29.28732783,-94.80349989,"[2021, 4]",10,Y,146.125,1572.87641,2.20784184,9.243575591,10,Y,2.256424409,0.756424409,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27041.39189,37483.81891,46442.92368,42836.99791,42984.07613,46734.36233,3750.286206
4242,10807,5558_29.3028859_-94.7962981_0_327.74.jpg,5KzregwkOgHpnHFG_Ri5Xw,1.83257724,0.535743353,29.3028859,-94.7962981,29.30297614,-94.79637271,"[2017, 5]",12,Y,145.9369965,1570.852757,1.83257724,8.01239252,12,Y,5.48760748,3.98760748,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30813.38523,42712.42238,52921.22922,48812.31425,48979.90836,52725.36947,3745.461111
5706,1476,12860_29.2964371_-94.793198_0_43.10.jpg,hvn_EquVEPQpm5OeVT1Mzg,2.09798769,0.747043573,29.2964371,-94.793198,29.2965377,-94.79303234,"[2019, 10]",11,Y,145.8899994,1570.346884,2.09798769,8.883161713,11,Y,3.616838287,2.116838287,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28600.14476,39644.50688,49120.04328,45306.26034,45461.81663,49206.07156,3744.254935
1222,5607,20493_29.2735841_-94.8285261_0_333.25.jpg,sZBTJo11Dl5YTY7XRCiGpQ,1.157041692,0.525802571,29.2735841,-94.8285261,29.27369728,-94.82863544,"[2020, 3]",11,Y,130.5149994,1404.851762,1.157041692,5.796068543,11,Y,6.703931457,5.203931457,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28838.72474,39975.218,49529.79852,45684.20133,45841.05525,49583.7002,3742.644947
1223,5630,20528_29.2735841_-94.8285261_0_333.25.jpg,sZBTJo11Dl5YTY7XRCiGpQ,1.157041692,0.525802571,29.2735841,-94.82852607,29.27369728,-94.82863541,"[2020, 3]",11,Y,130.5149994,1404.851762,1.157041692,5.796068543,11,Y,6.703931457,5.203931457,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28838.72474,39975.218,49529.79852,45684.20133,45841.05525,49583.7002,3742.644947
4577,2030,13755_29.2933114_-94.802223_0_237.50.jpg,k1RTo0PkCmqWdI6e52IFfw,1.894743972,0.770557908,29.2933114,-94.802223,29.29320253,-94.80242789,"[2019, 10]",11,Y,145.798996,1569.367332,1.894743972,8.216351614,11,Y,4.283648386,2.783648386,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29367.15702,40707.71209,50437.36793,46521.30515,46681.03321,50422.95255,3741.91934
5176,3221,15934_29.2874718_-94.807125_0_358.72.jpg,EO0ElNa3z_44JduwD8u8Gg,1.992009777,0.805975296,29.28747178,-94.80712496,29.28766155,-94.8071491,"[2021, 4]",10,Y,145.753006,1568.8723,1.992009777,8.535465148,10,Y,2.964534852,1.464534852,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27805.7531,38543.34932,47755.6952,44047.8431,44199.07869,47939.8177,3740.73901
5177,12549,8632_29.2874718_-94.807125_0_358.72.jpg,EO0ElNa3z_44JduwD8u8Gg,1.992009777,0.805975296,29.2874718,-94.807125,29.28766157,-94.80714914,"[2021, 4]",10,Y,145.753006,1568.8723,1.992009777,8.535465148,10,Y,2.964534852,1.464534852,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27805.7531,38543.34932,47755.6952,44047.8431,44199.07869,47939.8177,3740.73901
3547,2989,15521_29.2884216_-94.7962729_0_359.02.jpg,#NAME?,1.697471912,0.907651793,29.28842164,-94.79627291,29.28858415,-94.79630872,"[2021, 4]",10,Y,145.7519989,1568.861459,1.697471912,7.56913357,10,Y,3.93086643,2.43086643,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28942.59125,40119.19407,49708.18669,45848.73906,46006.15792,49746.87108,3740.713163
3548,12449,8473_29.2884216_-94.7962729_0_359.02.jpg,#NAME?,1.697471912,0.907651793,29.2884216,-94.7962729,29.28858411,-94.79630871,"[2021, 4]",10,Y,145.7519989,1568.861459,1.697471912,7.56913357,10,Y,3.93086643,2.43086643,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28942.59125,40119.19407,49708.18669,45848.73906,46006.15792,49746.87108,3740.713163
34,4371,18255_29.2820288_-94.8278514_0_150.52.jpg,6LVVfAAVLegpjhNQL4Smbw,0.099092615,0.512715216,29.28202879,-94.82785136,29.28188528,-94.82780295,"[2020, 2]",11,Y,109.2819977,1176.301633,0.099092615,2.325107005,11,Y,10.174893,8.674892995,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27848.8153,38603.04062,47829.65347,44116.05909,44267.5289,48007.14697,3739.618076
329,5597,20339_29.2744679_-94.8347035_0_34.15.jpg,Z8rhmuiUBLWejmWfaZGaUA,0.717570803,0.44748544,29.2744679,-94.8347035,29.27466353,-94.83457271,"[2017, 5]",11,Y,109.2819977,1176.301633,0.717570803,4.354234918,11,Y,8.145765082,6.645765082,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25461.94882,35294.45091,43730.26916,40334.95956,40473.44718,44213.06526,3739.618076
6173,1197,12433_29.2977553_-94.8085389_0_341.15.jpg,TsQ9Q4DMlTLnRBio-_lG6w,2.211898055,0.433135226,29.2977553,-94.8085389,29.29788951,-94.80858603,"[2015, 5]",12,Y,145.7070007,1568.377103,2.211898055,9.256883383,12,Y,4.243116617,2.743116617,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29300.9503,40615.93868,50323.65952,46416.4253,46575.79326,50315.35155,3739.558288
2296,3664,16705_29.2858479_-94.8241773_0_192.58.jpg,#NAME?,1.419991605,0.707371067,29.2858479,-94.8241773,29.28557768,-94.82432338,"[2019, 8]",11,Y,145.5700073,1566.902518,1.419991605,6.658765108,11,Y,5.841234892,4.341234892,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31151.47327,43181.06803,53501.88708,49347.88862,49517.32159,53253.36396,3736.042363
4837,2708,15020_29.290205_-94.800326_0_193.67.jpg,6tA5XZqzsN5uRLorKrFzxw,1.938484917,0.85904146,29.29020497,-94.80032595,29.29004683,-94.80041227,"[2019, 10]",10,Y,145.5659943,1566.859322,1.938484917,8.359858652,10,Y,3.140141348,1.640141348,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27976.43931,38779.94849,48048.84455,44318.23172,44470.39567,48206.33504,3735.93937
5028,12359,8223_29.29018_-94.8004275_0_179.23.jpg,5a17sgFnTKzjF8_3fa_q4w,1.970545803,0.865720413,29.29018002,-94.80042745,29.29004342,-94.80041757,"[2019, 10]",10,Y,145.5659943,1566.859322,1.970545803,8.465045285,10,Y,3.034954715,1.534954715,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27852.82981,38608.60539,47836.54829,44122.41859,44273.91023,48009.8496,3735.93937
5029,12360,8224_29.29018_-94.8004275_0_179.23.jpg,5a17sgFnTKzjF8_3fa_q4w,1.970545803,0.865720413,29.29018002,-94.80042745,29.29004342,-94.80041757,"[2019, 10]",10,Y,145.5659943,1566.859322,1.970545803,8.465045285,10,Y,3.034954715,1.534954715,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27852.82981,38608.60539,47836.54829,44122.41859,44273.91023,48009.8496,3735.93937
5030,12363,8222_29.29018_-94.8004275_0_179.23.jpg,5a17sgFnTKzjF8_3fa_q4w,1.970545803,0.865720413,29.29018,-94.8004275,29.2900434,-94.80041762,"[2019, 10]",10,Y,145.5659943,1566.859322,1.970545803,8.465045285,10,Y,3.034954715,1.534954715,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27852.82981,38608.60539,47836.54829,44122.41859,44273.91023,48009.8496,3735.93937
6599,10766,5507_29.3038866_-94.7851744_0_176.64.jpg,C0O72eyOn4aGYTzY0NlYYg,2.359991698,0.55022499,29.30388661,-94.78517445,29.30376682,-94.78513687,"[2017, 5]",12,Y,145.4720001,1565.847577,2.359991698,9.742754915,12,Y,3.757245085,2.257245085,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28683.09228,39759.4858,49262.50361,45437.65975,45593.66719,49327.19421,3733.527017
6600,10775,5521_29.3038866_-94.7851744_0_176.64.jpg,C0O72eyOn4aGYTzY0NlYYg,2.359991698,0.55022499,29.30388661,-94.78517445,29.30376682,-94.78513687,"[2017, 5]",12,Y,145.4720001,1565.847577,2.359991698,9.742754915,12,Y,3.757245085,2.257245085,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28683.09228,39759.4858,49262.50361,45437.65975,45593.66719,49327.19421,3733.527017
711,6135,21894_29.2622868_-94.8411754_0_50.20.jpg,z8BChk7NPpC6hBExHi1ZRg,0.970677602,0.524689994,29.2622868,-94.8411754,29.26236924,-94.84101471,"[2021, 4]",10,Y,138.1829987,1487.389419,0.970677602,5.184637802,10,Y,6.315362198,4.815362198,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30099.58818,41722.9822,51695.30038,47681.56909,47845.28085,51578.13924,3732.858385
712,6143,21909_29.2622868_-94.8411754_0_50.20.jpg,z8BChk7NPpC6hBExHi1ZRg,0.970677602,0.524689994,29.26228684,-94.84117537,29.26236928,-94.84101468,"[2021, 4]",10,Y,138.1829987,1487.389419,0.970677602,5.184637802,10,Y,6.315362198,4.815362198,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30099.58818,41722.9822,51695.30038,47681.56909,47845.28085,51578.13924,3732.858385
3343,1886,13529_29.2933512_-94.8617449_0_156.20.jpg,XxDOqUzc2eXvJf9H3sX15A,1.657409541,0.576294838,29.2933512,-94.8617449,29.29325899,-94.86168302,"[2019, 8]",13,Y,123.5479965,1329.859566,1.657409541,7.437695344,13,Y,7.062304656,5.562304656,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27656.72834,38336.77648,47499.74884,43811.76895,43962.19399,47694.44457,3732.250573
3344,1898,13555_29.2933512_-94.8617449_0_156.20.jpg,XxDOqUzc2eXvJf9H3sX15A,1.657409541,0.576294838,29.29335123,-94.86174494,29.29325902,-94.86168306,"[2019, 8]",13,Y,123.5479965,1329.859566,1.657409541,7.437695344,13,Y,7.062304656,5.562304656,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27656.72834,38336.77648,47499.74884,43811.76895,43962.19399,47694.44457,3732.250573
2199,3067,1564_29.2810076_-94.8209547_0_178.14.jpg,iwm47IAiTOrt8ZhQgNpddQ,1.399731874,0.873136458,29.2810076,-94.8209547,29.28082417,-94.82090198,"[2020, 2]",10,Y,145.3370056,1564.394509,1.399731874,6.592296175,10,Y,4.907703825,3.407703825,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30006.30357,41593.67438,51535.08636,47533.79442,47696.99881,51427.0612,3730.062394
4210,4612,18668_29.280981_-94.8210545_0_133.08.jpg,YDpwZR0R_Uoa6Sp5_gRWww,1.825491113,0.873592098,29.28098099,-94.82105454,29.28086286,-94.82091265,"[2020, 2]",10,Y,145.3370056,1564.394509,1.825491113,7.989144072,10,Y,3.510855928,2.010855928,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28367.38768,39321.86727,48720.28874,44937.54358,45091.8339,48821.8963,3730.062394
4211,4629,18696_29.280981_-94.8210545_0_133.08.jpg,YDpwZR0R_Uoa6Sp5_gRWww,1.825491113,0.873592098,29.28098099,-94.82105454,29.28086286,-94.82091265,"[2020, 2]",10,Y,145.3370056,1564.394509,1.825491113,7.989144072,10,Y,3.510855928,2.010855928,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28367.38768,39321.86727,48720.28874,44937.54358,45091.8339,48821.8963,3730.062394
