,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,0.256,ORIGIN,-0.079
4089,3994,17260_29.2841908_-94.8161603_0_345.91.jpg,5RdKqEg7Ha2AiwFThTQRNQ,1.803466691,0.817591084,29.28419077,-94.8161603,29.28430835,-94.81622881,"[2021, 4]",10,Y,118.7600021,1278.322024,1.803466691,6.172885469,10,Y,5.327114531,3.827114531,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24921.31724,34545.04657,42801.74774,39478.53049,39614.07762,40004.21724,40124.61189
6739,3388,16215_29.2870796_-94.8194637_0_194.89.jpg,a_GQauvz3HClHaDs0Fb6_A,2.423503282,0.767098744,29.28707959,-94.81946373,29.28688901,-94.8194966,"[2017, 9]",11,Y,123.5920029,1330.333247,2.423503282,8.207126253,11,Y,4.292873747,2.792873747,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24903.37984,34520.18239,42770.9407,39450.11537,39585.56494,39991.57821,40116.87137
6740,3436,16294_29.2870796_-94.8194637_0_194.89.jpg,a_GQauvz3HClHaDs0Fb6_A,2.423503282,0.767098744,29.28707959,-94.81946373,29.28688901,-94.8194966,"[2017, 9]",11,Y,123.5920029,1330.333247,2.423503282,8.207126253,11,Y,4.292873747,2.792873747,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24903.37984,34520.18239,42770.9407,39450.11537,39585.56494,39991.57821,40116.87137
480,1217,12461_29.2978382_-94.8062967_0_88.13.jpg,Tza5vO7yKhQxHujijdSl-g,0.827790874,0.525130628,29.2978382,-94.8062967,29.29784706,-94.80614572,"[2019, 10]",12,Y,96.1771011,1035.2417,0.827790874,2.971849324,12,Y,10.52815068,9.028150676,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24874.94356,34480.76503,42722.1021,39405.0687,39540.3636,39961.63336,40091.63457
1409,168,10305_29.3191324_-94.770899_0_344.29.jpg,hdZXWb5jlPfbAt7qsGjtVw,1.199087006,0.86967475,29.3191324,-94.770899,29.31927524,-94.77094442,"[2021, 4]",11,Y,105.8379974,1139.230723,1.199087006,4.190012487,11,Y,8.309987513,6.809987513,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24846.60784,34441.48705,42673.43619,39360.18131,39495.3221,39958.90799,40101.9677
3846,11990,7164_29.2955383_-94.7872965_0_177.32.jpg,ctXn76B7xupuzvOvsVMgrw,1.756727452,0.808627096,29.29553834,-94.78729647,29.29539611,-94.78728251,"[2019, 10]",11,Y,113.598999,1222.769449,1.756727452,6.019541509,11,Y,6.480458491,4.980458491,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24896.00645,34509.96165,42758.27708,39438.43498,39573.84445,39947.0296,40062.19221
3847,11999,7178_29.2955383_-94.7872965_0_177.32.jpg,ctXn76B7xupuzvOvsVMgrw,1.756727452,0.808627096,29.29553834,-94.78729647,29.29539611,-94.78728251,"[2019, 10]",11,Y,113.598999,1222.769449,1.756727452,6.019541509,11,Y,6.480458491,4.980458491,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24896.00645,34509.96165,42758.27708,39438.43498,39573.84445,39947.0296,40062.19221
5182,3673,16704_29.285755_-94.8260511_0_179.53.jpg,J2jj_Zk-1fQL81Aj0zb1yA,1.992769365,0.684937189,29.28575495,-94.82605108,29.2856084,-94.82603932,"[2017, 9]",11,Y,116.901001,1258.311902,1.992769365,6.793957234,11,Y,5.706042766,4.206042766,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24888.82063,34500.00093,42745.93562,39427.05174,39562.42212,39946.45472,40064.96478
4750,6281,2222_29.2733429_-94.8266213_0_303.30.jpg,sleFd684-kIeiYRG7FbSJQ,1.923047484,0.550136333,29.2733429,-94.8266213,29.27344193,-94.8268144,"[2019, 10]",11,Y,115.8779984,1247.300394,1.923047484,6.565210906,11,Y,5.934789094,4.434789094,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24885.00469,34494.71141,42739.38184,39421.0068,39556.35643,39937.02835,40054.50132
4751,6306,2231_29.2733429_-94.8266213_0_303.30.jpg,sleFd684-kIeiYRG7FbSJQ,1.923047484,0.550136333,29.27334292,-94.8266213,29.27344195,-94.8268144,"[2019, 10]",11,Y,115.8779984,1247.300394,1.923047484,6.565210906,11,Y,5.934789094,4.434789094,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24885.00469,34494.71141,42739.38184,39421.0068,39556.35643,39937.02835,40054.50132
2527,1484,12874_29.2960803_-94.81138_0_315.67.jpg,3WbXG8P44-dzwwWpVTlXAw,1.473345166,0.506449174,29.2960803,-94.81138,29.29619472,-94.81146956,"[2017, 3]",12,Y,105.2850037,1133.278348,1.473345166,5.0898096,12,Y,8.4101904,6.9101904,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24830.34438,34418.94323,42645.50411,39334.41794,39469.47026,39930.63396,40072.9462
2687,9336,2924_29.2565382_-94.8670786_0_105.62.jpg,TNyG2tkyv0o9uGXdP7uKLA,1.512892277,0.612066783,29.2565382,-94.8670786,29.25651294,-94.86695327,"[2020, 2]",10,Y,114.3499985,1230.85314,1.512892277,5.219557339,10,Y,6.280442661,4.780442661,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24875.9506,34482.16095,42723.83166,39406.66397,39541.96435,39917.61663,40033.54057
2688,9338,2925_29.2565382_-94.8670786_0_105.62.jpg,TNyG2tkyv0o9uGXdP7uKLA,1.512892277,0.612066783,29.25653824,-94.86707859,29.25651298,-94.86695326,"[2020, 2]",10,Y,114.3499985,1230.85314,1.512892277,5.219557339,10,Y,6.280442661,4.780442661,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24875.9506,34482.16095,42723.83166,39406.66397,39541.96435,39917.61663,40033.54057
2689,9342,2927_29.2565382_-94.8670786_0_105.62.jpg,TNyG2tkyv0o9uGXdP7uKLA,1.512892277,0.612066783,29.25653824,-94.86707859,29.25651298,-94.86695326,"[2020, 2]",10,Y,114.3499985,1230.85314,1.512892277,5.219557339,10,Y,6.280442661,4.780442661,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24875.9506,34482.16095,42723.83166,39406.66397,39541.96435,39917.61663,40033.54057
6509,10309,486_29.2900222_-94.8227697_0_358.37.jpg,5mTySevlTa-A84k8Z-LRCA,2.325221503,0.61244532,29.2900222,-94.8227697,29.29016258,-94.82277118,"[2017, 9]",11,Y,121.7809982,1310.839755,2.325221503,7.884679472,11,Y,4.615320528,3.115320528,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24855.47543,34453.77899,42688.66606,39374.2287,39509.41772,39909.48164,40032.93887
155,4528,18526_29.2810033_-94.8266499_0_57.47.jpg,7FgFnXRDfykxf7szkPEN0g,0.476006557,0.380212294,29.2810033,-94.8266499,29.28110255,-94.82645105,"[2020, 3]",11,Y,95.435997,1027.264522,0.476006557,1.817701302,11,Y,10.6822987,9.182298698,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24841.61752,34434.56965,42664.86544,39352.27602,39487.38966,39905.41327,40034.41274
6641,2925,15408_29.2887075_-94.7951748_0_328.78.jpg,Ctj8EBbrsQLSicB-5MGiPg,2.376239341,0.917245975,29.2887075,-94.79517484,29.28886009,-94.79526032,"[2021, 4]",10,Y,127.5839996,1373.302742,2.376239341,8.05206083,10,Y,3.44793917,1.94793917,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24837.49074,34428.84926,42657.77781,39345.73868,39480.82988,39899.95729,40029.2974
6642,12426,8428_29.2887075_-94.7951748_0_328.78.jpg,Ctj8EBbrsQLSicB-5MGiPg,2.376239341,0.917245975,29.2887075,-94.7951748,29.28886009,-94.79526028,"[2021, 4]",10,Y,127.5839996,1373.302742,2.376239341,8.05206083,10,Y,3.44793917,1.94793917,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24837.49074,34428.84926,42657.77781,39345.73868,39480.82988,39899.95729,40029.2974
8651,6491,22618_29.2561395_-94.916827_0_331.13.jpg,zkatcYqknvBsQD6qfMNGxQ,4.523544357,0.346751545,29.2561395,-94.916827,29.25633027,-94.91694903,"[2021, 3]",14,N,137.1710052,1476.496412,4.523544357,15.09702479,14,Y,0.402975207,-1.097024793,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25100.439,34793.33881,43109.38495,39762.2821,39898.80348,39898.80348,39898.80348
4523,1278,12557_29.2981757_-94.7843899_0_134.09.jpg,6QOMAV4dDg7K9qVf-F0-uw,1.885253817,0.798710187,29.29817571,-94.78438994,29.29806866,-94.78418508,"[2019, 8]",11,Y,115.1330032,1239.281332,1.885253817,6.441215935,11,Y,6.058784065,4.558784065,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24840.26414,34432.69365,42662.54105,39350.1321,39485.23838,39863.46291,39980.18064
4524,11475,6474_29.2981757_-94.7843899_0_134.09.jpg,6QOMAV4dDg7K9qVf-F0-uw,1.885253817,0.798710187,29.29817571,-94.78438994,29.29806866,-94.78418508,"[2019, 8]",11,Y,115.1330032,1239.281332,1.885253817,6.441215935,11,Y,6.058784065,4.558784065,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24840.26414,34432.69365,42662.54105,39350.1321,39485.23838,39863.46291,39980.18064
5610,1933,13606_29.2936275_-94.7981181_0_344.43.jpg,3qsajTCNS4-SwdbCGCDB6w,2.077460753,0.802626881,29.2936275,-94.7981181,29.29377819,-94.79819833,"[2021, 4]",11,Y,117.875,1268.79594,2.077460753,7.071816119,11,Y,5.428183881,3.928183881,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24831.78033,34420.93369,42647.97031,39336.69266,39471.7528,39858.98509,39978.48255
5698,3544,16474_29.2860985_-94.8271717_0_88.83.jpg,YdSWhDJYxJIksXH7dib9kA,2.096617825,0.645262576,29.2860985,-94.8271717,29.28612139,-94.82701379,"[2017, 9]",11,Y,118.1559982,1271.82058,2.096617825,7.134667405,11,Y,5.365332595,3.865332595,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24831.0243,34419.8857,42646.67184,39335.49501,39470.55103,39858.70643,39978.48876
6458,11404,6373_29.2981036_-94.7882887_0_0.11.jpg,bnWwBwRNGFNFnI5EkMOSBA,2.306173677,0.756591682,29.2981036,-94.7882887,29.29825978,-94.78825851,"[2017, 5]",11,Y,121.2190018,1304.790476,2.306173677,7.822186604,11,Y,4.677813396,3.177813396,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24801.92716,34379.55228,42596.69822,39289.40144,39424.29921,39822.51691,39945.40441
7052,11822,6952_29.2963625_-94.7840847_0_148.43.jpg,PcvAit_DgIIU8KpDtYutzw,2.59725843,0.826779694,29.29636245,-94.78408466,29.29624919,-94.7839955,"[2016, 10]",11,Y,125.8649979,1354.799562,2.59725843,8.777189075,11,Y,3.722810925,2.222810925,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24782.14017,34352.12426,42562.71456,39258.05634,39392.84649,39806.3268,39933.92423
4381,12007,7186_29.29494_-94.7953519_0_87.47.jpg,qjcknqTdmBKfKM7BodKpvQ,1.858513396,0.777727892,29.29494,-94.7953519,29.29495546,-94.79516056,"[2019, 1]",11,Y,114.5289993,1232.779889,1.858513396,6.353484895,11,Y,6.146515105,4.646515105,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24791.06343,34364.49336,42578.04004,39272.19192,39407.0306,39783.27091,39899.37632
649,824,11813_29.3018746_-94.7801742_0_238.52.jpg,hsYux3utY25YWuRz0sNVRw,0.93260371,0.712767685,29.30187465,-94.78017418,29.3018378,-94.7802647,"[2019, 10]",11,Y,101.3320007,1090.728578,0.93260371,3.315723458,11,Y,9.184276542,7.684276542,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24742.38869,34297.02217,42494.44238,39195.08496,39329.65889,39773.50786,39910.47688
7533,448,10992_29.3063271_-94.7742188_0_44.30.jpg,EhQfmRudyWh1MCJt6ot7oA,3.010108639,0.728917354,29.30632706,-94.77421878,29.30653445,-94.77396841,"[2018, 8]",11,Y,133.0650024,1432.299765,3.010108639,10.13168451,11,Y,2.368315489,0.868315489,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24744.74965,34300.29485,42498.49727,39198.82502,39333.4118,39770.54491,39905.44146
5888,11434,6418_29.2984799_-94.7867617_0_148.12.jpg,n-xeQ5l_KZ8ITmqLFhoDBA,2.134361917,0.751570331,29.29847987,-94.78676167,29.29838642,-94.78668441,"[2018, 8]",11,Y,118.4309998,1274.780672,2.134361917,7.258499728,11,Y,5.241500272,3.741500272,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24770.42285,34335.88213,42542.59036,39239.49463,39374.22104,39763.27985,39883.34097
5889,11438,6420_29.2984799_-94.7867617_0_148.12.jpg,n-xeQ5l_KZ8ITmqLFhoDBA,2.134361917,0.751570331,29.29847987,-94.78676167,29.29838642,-94.78668441,"[2018, 8]",11,Y,118.4309998,1274.780672,2.134361917,7.258499728,11,Y,5.241500272,3.741500272,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24770.42285,34335.88213,42542.59036,39239.49463,39374.22104,39763.27985,39883.34097
7570,4949,19278_29.278622_-94.8286939_0_320.56.jpg,RIh1A-Di_AalFqoDt8mLOw,3.048290518,0.279198074,29.278622,-94.8286939,29.27874425,-94.82881892,"[2020, 3]",11,Y,133.7220001,1439.37163,3.048290518,10.25695314,11,Y,2.243046857,0.743046857,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24731.69377,34282.19725,42476.07411,39178.14284,39312.65861,39751.95003,39887.51262
3986,1673,13183_29.2951638_-94.789069_0_41.65.jpg,WNGSll0Xxwd39uSCjShYMQ,1.784389473,0.834366222,29.29516381,-94.789069,29.29529709,-94.78890372,"[2019, 10]",11,Y,113.413002,1220.767394,1.784389473,6.110296171,11,Y,6.389703829,4.889703829,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24772.15117,34338.27786,42545.5587,39242.2325,39376.96831,39749.54245,39864.5165
5778,3652,16671_29.2860112_-94.8126649_0_165.15.jpg,Bj0bVC8SZHC6l2HmpwdB_g,2.110787347,0.797208389,29.2860112,-94.8126649,29.28590611,-94.81265888,"[2021, 4]",10,Y,122.6610031,1320.312049,2.110787347,7.181155338,10,Y,4.318844662,2.818844662,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24741.50374,34295.79548,42492.9225,39193.68309,39328.25221,39731.20704,39855.55639
7572,4931,19237_29.2786591_-94.8285989_0_306.01.jpg,11oHbZtYTt8s_GaYKlRCHw,3.05231027,0.277386066,29.2786591,-94.8285989,29.27874304,-94.82882072,"[2020, 3]",11,Y,133.7220001,1439.37163,3.05231027,10.27014131,11,Y,2.229858694,0.729858694,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24717.45677,34262.46242,42451.62242,39155.58963,39290.02796,39729.31938,39864.88197
3297,10890,5669_29.3025127_-94.7823845_0_192.91.jpg,Dpqty4FGlhgohYfWTAKhyg,1.644440865,0.788159232,29.3025127,-94.7823845,29.30233974,-94.78242311,"[2021, 3]",11,Y,111.461998,1199.766961,1.644440865,5.651147195,11,Y,6.848852805,5.348852805,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24759.15839,34320.26773,42523.24392,39221.65029,39356.31543,39722.48031,39835.4765
545,1183,12410_29.2979233_-94.8063257_0_102.58.jpg,L4G9BYhGo9VnEI7x1N-2Fg,0.872852624,0.511492689,29.2979233,-94.8063257,29.29784949,-94.80614908,"[2019, 10]",12,Y,96.1771011,1035.2417,0.872852624,3.119689711,12,Y,10.38031029,8.880310289,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24721.89303,34268.61181,42459.24158,39162.61722,39297.07968,39718.34944,39848.35065
389,10637,5342_29.3045802_-94.77511_0_342.44.jpg,Mfe2EAwsu6uTjABCJwPt3A,0.757104606,0.811798923,29.3045802,-94.77511,29.30471877,-94.77517117,"[2019, 1]",11,Y,98.6837006,1062.222513,0.757104606,2.739938996,11,Y,9.760061004,8.260061004,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24707.36045,34248.46726,42434.28223,39139.59577,39273.97919,39706.22821,39839.61756
6908,3032,15579_29.2884128_-94.8055738_0_58.51.jpg,LyrQaF4avSNm7rYMxOA_bA,2.507444366,0.829924124,29.28841279,-94.80557384,29.28849672,-94.80540149,"[2020, 2]",10,Y,129.2109985,1390.815613,2.507444366,8.48252351,10,Y,3.01747649,1.51747649,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24705.20706,34245.4823,42430.58384,39136.18453,39270.55623,39695.02852,39826.01801
6909,3042,15597_29.2884128_-94.8055738_0_58.51.jpg,LyrQaF4avSNm7rYMxOA_bA,2.507444366,0.829924124,29.28841279,-94.80557384,29.28849672,-94.80540149,"[2020, 2]",10,Y,129.2109985,1390.815613,2.507444366,8.48252351,10,Y,3.01747649,1.51747649,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24705.20706,34245.4823,42430.58384,39136.18453,39270.55623,39695.02852,39826.01801
7963,1166,12384_29.2982249_-94.7841952_0_12.67.jpg,jpmdFTdjT5KmH9_GuGmoSA,3.398528035,0.801547731,29.2982249,-94.7841952,29.29837103,-94.78411437,"[2019, 8]",11,N,136.4579926,1468.821608,3.398528035,11.40602636,11,Y,1.093973638,-0.406026362,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24969.96734,34612.48362,42885.30309,39555.59842,39691.41016,39691.41016,39691.41016
7295,4860,19105_29.2794691_-94.8291005_0_125.53.jpg,VF_ug-z-bmUPzVeG5xvPLA,2.76052816,0.250504786,29.2794691,-94.82910051,29.27937167,-94.8289279,"[2020, 3]",11,Y,128.1929932,1379.857895,2.76052816,9.312850919,11,Y,3.187149081,1.687149081,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24686.15699,34219.07577,42397.86581,39106.0068,39240.27489,39661.40292,39791.36039
1488,10338,4910_29.3072224_-94.7782583_0_238.30.jpg,mRXm1gx5rDyebLMUpNPZtQ,1.220851612,0.593147044,29.3072224,-94.7782583,29.30717163,-94.77836001,"[2021, 4]",11,Y,105.375,1134.24706,1.220851612,4.261418675,11,Y,8.238581325,6.738581325,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24656.92196,34178.55121,42347.65537,39059.6948,39193.80389,39655.36178,39797.79566
1489,10339,4911_29.3072224_-94.7782583_0_238.30.jpg,mRXm1gx5rDyebLMUpNPZtQ,1.220851612,0.593147044,29.3072224,-94.77825827,29.30717163,-94.77835998,"[2021, 4]",11,Y,105.375,1134.24706,1.220851612,4.261418675,11,Y,8.238581325,6.738581325,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24656.92196,34178.55121,42347.65537,39059.6948,39193.80389,39655.36178,39797.79566
402,10636,5341_29.3045534_-94.7752098_0_357.57.jpg,8IT5iJIm8B55A4VmYa43jg,0.7711532,0.800985266,29.3045534,-94.7752098,29.30471674,-94.7751782,"[2019, 1]",11,Y,98.6837006,1062.222513,0.7711532,2.786030184,11,Y,9.713969816,8.213969816,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24658.40135,34180.60189,42350.19619,39062.03835,39196.15548,39628.4045,39761.79385
3269,12270,7969_29.2910835_-94.7933303_0_13.44.jpg,SGsH9FsomFNdsUr9BbY8xA,1.63898249,0.862160238,29.2910835,-94.7933303,29.29128502,-94.79331637,"[2021, 4]",10,Y,115.2720032,1240.777516,1.63898249,5.63323914,10,Y,5.86676086,4.36676086,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24691.56022,34226.56554,42407.14574,39114.56621,39248.86369,39627.54485,39744.40349
7544,5012,19419_29.2781064_-94.8247559_0_344.30.jpg,QJaeKAD600GlkUASKHfb2A,3.025498787,0.591530027,29.2781064,-94.8247559,29.2782585,-94.82484336,"[2019, 10]",11,Y,132.8370056,1429.845628,3.025498787,10.18217712,11,Y,2.317822877,0.817822877,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24648.20392,34166.46657,42332.68235,39045.88432,39179.94599,39616.3301,39750.99551
7377,1485,12876_29.2964196_-94.7838712_0_357.87.jpg,_rMloEvubZ19zJiiniYTNw,2.839908982,0.837487471,29.2964196,-94.78387121,29.29656124,-94.78390506,"[2016, 10]",11,Y,129.4409943,1393.291267,2.839908982,9.573286686,11,Y,2.926713314,1.426713314,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24654.33771,34174.96902,42343.21699,39055.60103,39189.69605,39614.9239,39746.14656
3955,12126,7485_29.2936027_-94.8073419_0_223.18.jpg,HUL8K_cjvuAbFneD7ol3lQ,1.779039546,0.707084456,29.2936027,-94.8073419,29.29349965,-94.80745573,"[2020, 2]",11,Y,112.9509964,1215.794407,1.779039546,6.092743917,11,Y,6.407256083,4.907256083,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24687.24289,34220.581,42399.73081,39107.727,39242.001,39613.05739,39727.56308
2429,1436,12796_29.2971259_-94.7956783_0_147.96.jpg,R7gh1eWFv-eI4RbYFfXqNA,1.450254829,0.712633101,29.2971259,-94.7956783,29.29700036,-94.79561008,"[2019, 1]",11,Y,108.6279984,1169.262044,1.450254829,5.014053901,11,Y,7.485946099,5.985946099,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24688.33615,34222.09645,42401.60847,39109.45887,39243.73881,39600.59369,39710.71687
6731,3406,16249_29.2870304_-94.8196711_0_179.82.jpg,P0R4JZ7Uvujb7_LGYk8Kmg,2.419146219,0.774720662,29.2870304,-94.8196711,29.28687967,-94.819631,"[2017, 9]",11,Y,122.2910004,1316.329373,2.419146219,8.192831427,11,Y,4.307168573,2.807168573,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24655.34466,34176.36482,42344.9464,39057.19616,39191.29667,39593.036,39717.01025
5915,11909,7056_29.2956749_-94.7930861_0_268.32.jpg,hVgzWTs9PoZ6W0ZaqyjIGw,2.138389074,0.764215708,29.2956749,-94.7930861,29.29571242,-94.7932998,"[2021, 4]",11,Y,117.9670029,1269.786251,2.138389074,7.271712185,11,Y,5.228287815,3.728287815,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24660.79288,34183.91695,42354.30359,39065.82684,39199.95698,39587.4915,39707.08224
5916,11923,7076_29.2956749_-94.7930861_0_268.32.jpg,hVgzWTs9PoZ6W0ZaqyjIGw,2.138389074,0.764215708,29.29567493,-94.79308611,29.29571245,-94.79329981,"[2021, 4]",11,Y,117.9670029,1269.786251,2.138389074,7.271712185,11,Y,5.228287815,3.728287815,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24660.79288,34183.91695,42354.30359,39065.82684,39199.95698,39587.4915,39707.08224
6943,3043,15608_29.288291_-94.8055337_0_43.55.jpg,#NAME?,2.527862873,0.821403569,29.28829096,-94.80553368,29.28850548,-94.80539242,"[2020, 2]",10,Y,129.2109985,1390.815613,2.527862873,8.549513363,10,Y,2.950486637,1.450486637,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24635.32916,34148.62003,42310.57027,39025.48906,39159.4807,39583.95299,39714.94248
6944,3056,15638_29.288291_-94.8055337_0_43.55.jpg,#NAME?,2.527862873,0.821403569,29.28829096,-94.80553368,29.28850548,-94.80539242,"[2020, 2]",10,Y,129.2109985,1390.815613,2.527862873,8.549513363,10,Y,2.950486637,1.450486637,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24635.32916,34148.62003,42310.57027,39025.48906,39159.4807,39583.95299,39714.94248
6945,3059,15640_29.288291_-94.8055337_0_43.55.jpg,#NAME?,2.527862873,0.821403569,29.28829096,-94.80553368,29.28850548,-94.80539242,"[2020, 2]",10,Y,129.2109985,1390.815613,2.527862873,8.549513363,10,Y,2.950486637,1.450486637,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24635.32916,34148.62003,42310.57027,39025.48906,39159.4807,39583.95299,39714.94248
8178,8465,27063_29.1459316_-95.0436034_0_264.73.jpg,g9THg_cx2wvDija43V61mg,3.599318564,0.320007538,29.1459316,-95.0436034,29.14589796,-95.04381903,"[2016, 10]",12,Y,136.0700073,1464.645369,3.599318564,12.06478794,12,Y,1.43521206,-0.06478794,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24898.97127,34514.07139,42763.3691,39443.13164,39578.55723,39578.55723,39578.55723
3781,3060,15641_29.2881195_-94.8316101_0_285.26.jpg,4AGsHAuwZII4tx1b9fLhaw,1.742699591,0.537882539,29.28811947,-94.83161012,29.28820408,-94.83185133,"[2016, 6]",11,Y,112.348999,1209.314561,1.742699591,5.973518343,11,Y,6.526481657,5.026481657,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24663.80266,34188.089,42359.47281,39070.59471,39204.74122,39573.81999,39687.71539
3782,11911,705_29.2881195_-94.8316101_0_285.26.jpg,4AGsHAuwZII4tx1b9fLhaw,1.742699591,0.537882539,29.2881195,-94.8316101,29.28820411,-94.83185131,"[2016, 6]",11,Y,112.348999,1209.314561,1.742699591,5.973518343,11,Y,6.526481657,5.026481657,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24663.80266,34188.089,42359.47281,39070.59471,39204.74122,39573.81999,39687.71539
8235,8476,27074_29.1454138_-95.0455928_0_311.01.jpg,#NAME?,3.67571392,0.386551224,29.1454138,-95.0455928,29.14562781,-95.04584153,"[2016, 10]",12,N,136.0240021,1464.150173,3.67571392,12.31542887,12,Y,1.184571129,-0.315428871,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24890.55294,34502.4022,42748.91083,39429.79594,39565.17574,39565.17574,39565.17574
